ExternalId,DocumentId,Segment ID,Name,Usage,Length,Start At,Description
1,6,1,SOURCE,M,20,4,
2,6,1,STANDARD,M,1,24,
3,6,1,VERSION,M,12,25,
4,6,1,TYPEDOCUMENT,M,6,37,
5,6,1,MODE,M,1,43,
6,6,2,TYPEPR,M,2,18,
7,6,2,TYPECONFIRMATION,M,2,20,
8,6,2,NUMEROPO,M,22,22,
9,6,2,DATEPO,M,8,44,
10,6,2,NUMEROVERSION,O,30,52,
11,6,2,NUMEROREFRENCE,O,30,82,
12,6,2,DATECONFIRMATION,O,8,112,
13,6,2,NUMEROCONTRAT,O,30,120,
14,6,2,NOMBRELIGNESITEMS,O,6,150,
15,6,2,DEVISEQUALIFIER,O,3,156,
16,6,2,DEVISE,O,3,159,
17,6,2,DEVISEEXCHANGERATE,O,10,162,
18,6,2,MONTANTTOTAL,O,18,172,
19,6,2,TYPETRANSACTION,O,2,190,
20,6,3,TYPEREFERENCE,M,3,18,
21,6,3,REFERENCE,O,30,21,
22,6,3,DESCRIPTION,O,80,51,
23,6,4,TYPE,M,1,18,
24,6,4,CODE,M,4,19,
25,6,4,QUALIFIER_AGENCE,O,2,23,
26,6,4,CODE_AGENCE,O,10,25,
27,6,4,MONTANT,O,15,35,
28,6,4,QUALIFIERPOURCENTAGE,O,1,50,
29,6,4,POURCENTAGE,O,6,51,
30,6,4,TAUX,O,9,57,
31,6,4,CODE_MANIPULATION,O,2,66,
32,6,4,IDENTITE_REFERENCE,O,30,68,
33,6,4,DESCRIPTIONALLOCATIONCHARGE,O,80,98,
34,6,4,QUANTITETAUX,O,15,178,
35,6,4,UNITEMESUREQTETAUX,O,2,193,
36,6,5,TYPECODETERME,O,2,18,
37,6,5,CODEDATEBASETERME,O,2,20,
38,6,5,POURCENTAGETERME,O,6,22,
39,6,5,DATEDUEESCOMPTE,O,8,28,
40,6,5,NBJOURNET,O,3,36,
41,6,5,MONTANTESCOMPTE,O,10,39,
42,6,5,DESCRIPTIONTERME,O,80,49,
43,6,5,DATENET,O,8,129,
44,6,5,NBJOURESCOMPTE,O,3,137,
45,6,6,METHODEPAIEMENT,M,2,18,
46,6,6,CODELOCATION,O,2,20,
47,6,6,DESCRIPTIONLOCATION,O,80,22,
48,6,6,TRANSPORTTERMEQUALIFIER,O,2,102,
