ExternalId,DocumentId,Segment ID,Name,Usage,Length,Start At,Description
1,8,1,SOURCE,M,20,4,
2,8,1,STANDARD,M,1,24,
3,8,1,VERSION,M,12,25,
4,8,1,TYPEDOCUMENT,M,6,37,
5,8,1,MODE,M,1,43,
6,8,2,CODESTATUTCOMMANDE,M,1,20,
7,8,2,NUMEROCOMMANDEDEPOT,M,22,21,
8,8,2,NUMEROPO,C,22,43,
9,8,2,METHODEPAIEMENT,C,2,65,
10,8,2,CODEMETHODETRANSPORT,C,2,67,
11,8,2,TRANSPORTEUR,C,35,69,
12,8,2,NUMEROSEQUENCELIEN,C,6,104,
13,8,2,NUMEROREFERENCEMAITRE,C,22,110,
14,8,2,CODEDESCRIPTIONEQUIPEMENT,C,2,132,
15,8,2,CODEOPTIONCHARGEMENT,C,2,134,
16,8,2,TYPECODEFOB,C,2,136,
17,8,2,CODESCAC,C,4,138,
18,8,2,CODEMANUTSPEC,C,3,142,
19,8,2,CODETYPETRANSACTION,C,2,145,
20,8,2,CODEACTION,C,2,147,
21,8,2,POTYPECODE,C,2,149,
22,8,3,TYPEREFERENCE,M,3,20,
23,8,3,REFERENCE,M,30,23,
24,8,3,DESCRIPTION,O,80,53,
25,8,4,TYPEDATE,M,3,20,
26,8,4,DATE,M,8,23,
27,8,4,HEURE,O,6,31,
28,8,5,MESSAGES,C,60,20,
29,8,5,TYPEMESSAGE,O,3,80,
30,8,6,TYPEMESSAGE,O,3,20,
31,8,6,MESSAGES,C,512,23,
32,8,7,SHIPMENTMETHODPAYMENT,M,2,20,
33,8,7,TRANSPORTTYPECODE,M,2,22,
34,8,7,PALLETEXCODE,O,1,24,
35,8,7,UNITLOADOPCODE,O,2,25,
36,8,7,ROUTING,O,35,27,
37,8,7,FOBPOINTCODE,O,2,62,
38,8,7,FOBPOINT,O,30,64,
39,8,7,CODMETHODPAYMENTCODE,O,1,94,
40,8,7,AMOUNT,O,15,95,
41,8,7,SCAC,O,4,110,
42,8,8,QTETOTALCOMMANDEE,C,15,20,
43,8,8,POIDSTOTALCOMMANDEE,C,10,35,
44,8,8,TYPEUOFM,C,2,45,
45,8,9,TYPENOM,C,3,20,
46,8,9,NOM,C,60,23,
47,8,9,TYPECODEIDNOM,C,3,83,
48,8,9,CODEIDNOM,C,50,86,
49,8,10,NOM,C,60,20,
50,8,11,ADRESSE,C,55,20,
51,8,12,VILLE,C,30,20,
52,8,12,ETATPROVINCE,C,2,50,
53,8,12,CODEPOSTAL,C,15,52,
54,8,12,CODEPAYS,C,3,67,
